priority,url,wp_id,wp_type,title,cluster,template,lane,moz_keywords,moz_best_rank,moz_best_keyword,moz_keyword_list,index_robots,follow_robots,in_sitemap,health_flags,deep_matrix,modified,yoast_title,seo,aeo,geo,client_template
P3,https://bigorange.marketing/tips-for-surviving-and-thriving-it-return-to-work/,2140,post,Back to Work? Four Tech CEOs Offer Top Tips for Surviving and Thriving in the New Hybrid Work Environment,other,supporting-article,untracked,0,,,,index,follow,True,,False,2023-01-20T21:41:20,IT Return to Work: Tips for the Hybrid Environment - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/top-10-social-media-marketing-trends-2023/,3160,post,The Top 10 Social Media Marketing Trends You Need to Know for 2023,other,supporting-article,untracked,0,,,,index,follow,True,,False,2023-01-26T15:14:12,2023 Top 10 Social Media Marketing Trends - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/top-20-web-design/,5250,post,BigOrange Marketing Named Top 20 Web Design Firm by Business Courier,other,supporting-article,untracked,0,,,,index,follow,True,,False,2026-02-04T17:18:23,BigOrange Marketing Named Top 20 Web Design Firm - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/top-7-seo-tips-in-2020-webinar/,1600,post,Squeeze the Day Webinar Series: How to Make Google Love You: 7 Top SEO Tips You Need to Know in 2020,other,event-recap,untracked,0,,,,index,follow,True,,False,2022-06-09T13:50:37,Marketing Ideas: 7 SEO Tips - BigOrange.Marketing,"Keep the date in the title. Not a hub. After 18 months, refresh or archive if thin. Link recap takeaways to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Direct answer: what the session covered. Three to five FAQs. No evergreen HowTo unless steps are still true.,Firsthand notes only. Attribute speakers. Do not upgrade an old recap into a 2026 rank claim.,"Client event recap. Dated, then retired or refreshed. Never a second service page."
P3,https://bigorange.marketing/unpatched-wordpress-plugins/,3596,post,Exposed: Hackers Manipulate Unpatched WordPress Plugin,other,supporting-article,untracked,0,,,,index,follow,True,,False,2023-07-12T18:09:29,Exposed: Hackers Manipulate Unpatched WordPress Plugin - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/virtual-assistant-to-the-ceo-position-venezuela/,4351,page,Virtual Assistant to the CEO (Venezuela),other,careers,untracked,0,,,,index,follow,True,,False,2024-05-30T15:24:31,Virtual Assistant to the CEO (Venezuela) - BigOrange.Marketing,Index only while the role is open. Close with noindex when filled. Not a service URL.,One-sentence role summary. No service FAQs.,State Cincinnati or remote facts only. No ranking language.,Client careers page. Close or noindex when the seat fills.
P3,https://bigorange.marketing/web-accessibility-services/accessibility-confirmation/,4817,page,Web Accessibility Confirmation,other,confirmation-sink,untracked,0,,,,noindex,follow,False,published-not-in-sitemap|noindex,False,2025-02-25T14:24:46,Web Accessibility Confirmation- BigOrange.Marketing,"Keep noindex. Stay out of the sitemap. Do not attach Emelia keywords. Thank-you copy only. No ranking, traffic, lead, or AI-citation promises.",No Direct answer block. No FAQPage. One sentence confirming the form arrived.,Not a citation or entity page. Do not name client results here.,Client confirmation sink. Same robots rule on every account.
P3,https://bigorange.marketing/web-design-agency-launches-site-for-local-nonprofit/,2282,post,BigOrange Launches New Website for Local Nonprofit,other,supporting-article,untracked,0,,,,index,follow,True,,False,2021-08-03T15:07:09,Web Design Agency Launches Site for Local Nonprofit - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/webinar-replay-google-my-business-tips/,2863,post,Squeeze the Day Webinar: 7 Google My Business Tips That Anyone Can Do Today to Help Support Your Google Rankings￼,other,event-recap,untracked,0,,,,index,follow,True,,False,2023-07-05T15:12:42,Webinar Replay: Google My Business Tips - BigOrange.Marketing,"Keep the date in the title. Not a hub. After 18 months, refresh or archive if thin. Link recap takeaways to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Direct answer: what the session covered. Three to five FAQs. No evergreen HowTo unless steps are still true.,Firsthand notes only. Attribute speakers. Do not upgrade an old recap into a 2026 rank claim.,"Client event recap. Dated, then retired or refreshed. Never a second service page."
P3,https://bigorange.marketing/webinars/,1595,page,Webinars,other,event-recap,untracked,0,,,,index,follow,True,,False,2022-10-17T16:23:20,Webinars - BigOrange.Marketing,"Keep the date in the title. Not a hub. After 18 months, refresh or archive if thin. Link recap takeaways to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Direct answer: what the session covered. Three to five FAQs. No evergreen HowTo unless steps are still true.,Firsthand notes only. Attribute speakers. Do not upgrade an old recap into a 2026 rank claim.,"Client event recap. Dated, then retired or refreshed. Never a second service page."
P3,https://bigorange.marketing/were-hiring-inbound-marketing-specialist-paid-internship-part-time/,1708,post,We&#8217;re Hiring: Inbound Marketing Specialist (Paid Internship-Part Time),other,careers,untracked,0,,,,index,follow,True,,False,2023-07-25T02:31:45,Inbound Marketing Specialist - BigOrange.Marketing,Index only while the role is open. Close with noindex when filled. Not a service URL.,One-sentence role summary. No service FAQs.,State Cincinnati or remote facts only. No ranking language.,Client careers page. Close or noindex when the seat fills.
P3,https://bigorange.marketing/were-hiring-part-time-digital-project-manager/,1668,post,We&#8217;re Hiring: Part-Time Digital Project Manager,other,careers,untracked,0,,,,index,follow,True,,False,2023-07-25T02:31:15,Part-Time Digital Project Manager - BigOrange.Marketing,Index only while the role is open. Close with noindex when filled. Not a service URL.,One-sentence role summary. No service FAQs.,State Cincinnati or remote facts only. No ranking language.,Client careers page. Close or noindex when the seat fills.
P3,https://bigorange.marketing/what-types-of-social-media-posts-are-most-effective/,4188,post,What Types of Social Media Posts Are Most Effective?,other,supporting-article,untracked,0,,,,index,follow,True,,False,2025-03-28T13:36:32,What Types of Social Media Posts Are Most Effective? - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/what-we-learned-at-it-nation-connect-2021/,2465,post,What We Learned at IT Nation Connect 2021,other,event-recap,untracked,0,,,,index,follow,True,,False,2021-11-23T16:09:19,IT Nation Connect 2021 - BigOrange Speaks on StoryBrand Methodology,"Keep the date in the title. Not a hub. After 18 months, refresh or archive if thin. Link recap takeaways to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Direct answer: what the session covered. Three to five FAQs. No evergreen HowTo unless steps are still true.,Firsthand notes only. Attribute speakers. Do not upgrade an old recap into a 2026 rank claim.,"Client event recap. Dated, then retired or refreshed. Never a second service page."
